dataInicial,dataFinal,percentual,fator,taxa,valorBase,valorCalculado
27/09/1996,28/09/1996,100.00,1.00086667,0.09,1000.00,1000.86
28/09/1996,29/09/1996,100.00,1.00000000,0.00,1000.00,1000.00
29/09/1996,30/09/1996,100.00,1.00000000,0.00,1000.00,1000.00
30/09/1996,01/10/1996,100.00,1.00083667,0.08,1000.00,1000.83
01/10/1996,02/10/1996,100.00,1.00082333,0.08,1000.00,1000.82
02/10/1996,03/10/1996,100.00,1.00082333,0.08,1000.00,1000.82
03/10/1996,04/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
04/10/1996,05/10/1996,100.00,1.00082667,0.08,1000.00,1000.82
05/10/1996,06/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
06/10/1996,07/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
07/10/1996,08/10/1996,100.00,1.00082333,0.08,1000.00,1000.82
08/10/1996,09/10/1996,100.00,1.00082667,0.08,1000.00,1000.82
09/10/1996,10/10/1996,100.00,1.00081667,0.08,1000.00,1000.81
10/10/1996,11/10/1996,100.00,1.00082333,0.08,1000.00,1000.82
11/10/1996,12/10/1996,100.00,1.00083667,0.08,1000.00,1000.83
12/10/1996,13/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
13/10/1996,14/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
14/10/1996,15/10/1996,100.00,1.00083667,0.08,1000.00,1000.83
15/10/1996,16/10/1996,100.00,1.00085667,0.09,1000.00,1000.85
16/10/1996,17/10/1996,100.00,1.00084333,0.08,1000.00,1000.84
17/10/1996,18/10/1996,100.00,1.00085333,0.09,1000.00,1000.85
18/10/1996,19/10/1996,100.00,1.00084000,0.08,1000.00,1000.84
19/10/1996,20/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
20/10/1996,21/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
21/10/1996,22/10/1996,100.00,1.00083000,0.08,1000.00,1000.83
22/10/1996,23/10/1996,100.00,1.00084000,0.08,1000.00,1000.84
23/10/1996,24/10/1996,100.00,1.00082667,0.08,1000.00,1000.82
24/10/1996,25/10/1996,100.00,1.00083333,0.08,1000.00,1000.83
25/10/1996,26/10/1996,100.00,1.00083667,0.08,1000.00,1000.83
26/10/1996,27/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
27/10/1996,28/10/1996,100.00,1.00000000,0.00,1000.00,1000.00
28/10/1996,29/10/1996,100.00,1.00083667,0.08,1000.00,1000.83
29/10/1996,30/10/1996,100.00,1.00084333,0.08,1000.00,1000.84
30/10/1996,31/10/1996,100.00,1.00084667,0.08,1000.00,1000.84
31/10/1996,01/11/1996,100.00,1.00088333,0.09,1000.00,1000.88
01/11/1996,02/11/1996,100.00,1.00089000,0.09,1000.00,1000.89
02/11/1996,03/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
03/11/1996,04/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
04/11/1996,05/11/1996,100.00,1.00089333,0.09,1000.00,1000.89
05/11/1996,06/11/1996,100.00,1.00091000,0.09,1000.00,1000.91
06/11/1996,07/11/1996,100.00,1.00089667,0.09,1000.00,1000.89
07/11/1996,08/11/1996,100.00,1.00090667,0.09,1000.00,1000.90
08/11/1996,09/11/1996,100.00,1.00090000,0.09,1000.00,1000.90
09/11/1996,10/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
10/11/1996,11/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
11/11/1996,12/11/1996,100.00,1.00090333,0.09,1000.00,1000.90
12/11/1996,13/11/1996,100.00,1.00090000,0.09,1000.00,1000.90
13/11/1996,14/11/1996,100.00,1.00089000,0.09,1000.00,1000.89
14/11/1996,15/11/1996,100.00,1.00089333,0.09,1000.00,1000.89
15/11/1996,16/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
16/11/1996,17/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
17/11/1996,18/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
18/11/1996,19/11/1996,100.00,1.00089000,0.09,1000.00,1000.89
19/11/1996,20/11/1996,100.00,1.00089000,0.09,1000.00,1000.89
20/11/1996,21/11/1996,100.00,1.00089000,0.09,1000.00,1000.89
21/11/1996,22/11/1996,100.00,1.00088667,0.09,1000.00,1000.88
22/11/1996,23/11/1996,100.00,1.00088667,0.09,1000.00,1000.88
23/11/1996,24/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
24/11/1996,25/11/1996,100.00,1.00000000,0.00,1000.00,1000.00
25/11/1996,26/11/1996,100.00,1.00088667,0.09,1000.00,1000.88
26/11/1996,27/11/1996,100.00,1.00088667,0.09,1000.00,1000.88
27/11/1996,28/11/1996,100.00,1.00087667,0.09,1000.00,1000.87
28/11/1996,29/11/1996,100.00,1.00088000,0.09,1000.00,1000.88
29/11/1996,30/11/1996,100.00,1.00083667,0.08,1000.00,1000.83
30/11/1996,01/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
01/12/1996,02/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
02/12/1996,03/12/1996,100.00,1.00084000,0.08,1000.00,1000.84
03/12/1996,04/12/1996,100.00,1.00083000,0.08,1000.00,1000.83
04/12/1996,05/12/1996,100.00,1.00083000,0.08,1000.00,1000.83
05/12/1996,06/12/1996,100.00,1.00084333,0.08,1000.00,1000.84
06/12/1996,07/12/1996,100.00,1.00083333,0.08,1000.00,1000.83
07/12/1996,08/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
08/12/1996,09/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
09/12/1996,10/12/1996,100.00,1.00083667,0.08,1000.00,1000.83
10/12/1996,11/12/1996,100.00,1.00084000,0.08,1000.00,1000.84
11/12/1996,12/12/1996,100.00,1.00084000,0.08,1000.00,1000.84
12/12/1996,13/12/1996,100.00,1.00084333,0.08,1000.00,1000.84
13/12/1996,14/12/1996,100.00,1.00084667,0.08,1000.00,1000.84
14/12/1996,15/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
15/12/1996,16/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
16/12/1996,17/12/1996,100.00,1.00084667,0.08,1000.00,1000.84
17/12/1996,18/12/1996,100.00,1.00085000,0.09,1000.00,1000.85
18/12/1996,19/12/1996,100.00,1.00087000,0.09,1000.00,1000.87
19/12/1996,20/12/1996,100.00,1.00085333,0.09,1000.00,1000.85
20/12/1996,21/12/1996,100.00,1.00085667,0.09,1000.00,1000.85
21/12/1996,22/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
22/12/1996,23/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
23/12/1996,24/12/1996,100.00,1.00086000,0.09,1000.00,1000.86
24/12/1996,25/12/1996,100.00,1.00086000,0.09,1000.00,1000.86
25/12/1996,26/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
26/12/1996,27/12/1996,100.00,1.00085667,0.09,1000.00,1000.85
27/12/1996,28/12/1996,100.00,1.00085333,0.09,1000.00,1000.85
28/12/1996,29/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
29/12/1996,30/12/1996,100.00,1.00000000,0.00,1000.00,1000.00
30/12/1996,31/12/1996,100.00,1.00083333,0.08,1000.00,1000.83
31/12/1996,01/01/1997,100.00,1.00083333,0.08,1000.00,1000.83
01/01/1997,02/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
02/01/1997,03/01/1997,100.00,1.00077333,0.08,1000.00,1000.77
03/01/1997,04/01/1997,100.00,1.00077000,0.08,1000.00,1000.77
04/01/1997,05/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
05/01/1997,06/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
06/01/1997,07/01/1997,100.00,1.00077000,0.08,1000.00,1000.77
07/01/1997,08/01/1997,100.00,1.00077000,0.08,1000.00,1000.77
08/01/1997,09/01/1997,100.00,1.00077000,0.08,1000.00,1000.77
09/01/1997,10/01/1997,100.00,1.00077000,0.08,1000.00,1000.77
10/01/1997,11/01/1997,100.00,1.00077667,0.08,1000.00,1000.77
11/01/1997,12/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
12/01/1997,13/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
13/01/1997,14/01/1997,100.00,1.00077667,0.08,1000.00,1000.77
14/01/1997,15/01/1997,100.00,1.00077667,0.08,1000.00,1000.77
15/01/1997,16/01/1997,100.00,1.00077667,0.08,1000.00,1000.77
16/01/1997,17/01/1997,100.00,1.00077667,0.08,1000.00,1000.77
17/01/1997,18/01/1997,100.00,1.00078000,0.08,1000.00,1000.78
18/01/1997,19/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
19/01/1997,20/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
20/01/1997,21/01/1997,100.00,1.00078000,0.08,1000.00,1000.78
21/01/1997,22/01/1997,100.00,1.00077667,0.08,1000.00,1000.77
22/01/1997,23/01/1997,100.00,1.00077667,0.08,1000.00,1000.77
23/01/1997,24/01/1997,100.00,1.00078000,0.08,1000.00,1000.78
24/01/1997,25/01/1997,100.00,1.00078333,0.08,1000.00,1000.78
25/01/1997,26/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
26/01/1997,27/01/1997,100.00,1.00000000,0.00,1000.00,1000.00
27/01/1997,28/01/1997,100.00,1.00078000,0.08,1000.00,1000.78
28/01/1997,29/01/1997,100.00,1.00079333,0.08,1000.00,1000.79
29/01/1997,30/01/1997,100.00,1.00078000,0.08,1000.00,1000.78
30/01/1997,31/01/1997,100.00,1.00081000,0.08,1000.00,1000.81
31/01/1997,01/02/1997,100.00,1.00091667,0.09,1000.00,1000.91
01/02/1997,02/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
02/02/1997,03/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
03/02/1997,04/02/1997,100.00,1.00091667,0.09,1000.00,1000.91
04/02/1997,05/02/1997,100.00,1.00092333,0.09,1000.00,1000.92
05/02/1997,06/02/1997,100.00,1.00092000,0.09,1000.00,1000.92
06/02/1997,07/02/1997,100.00,1.00092333,0.09,1000.00,1000.92
07/02/1997,08/02/1997,100.00,1.00092333,0.09,1000.00,1000.92
08/02/1997,09/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
09/02/1997,10/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
10/02/1997,11/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
11/02/1997,12/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
12/02/1997,13/02/1997,100.00,1.00092333,0.09,1000.00,1000.92
13/02/1997,14/02/1997,100.00,1.00093000,0.09,1000.00,1000.93
14/02/1997,15/02/1997,100.00,1.00093000,0.09,1000.00,1000.93
15/02/1997,16/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
16/02/1997,17/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
17/02/1997,18/02/1997,100.00,1.00092333,0.09,1000.00,1000.92
18/02/1997,19/02/1997,100.00,1.00092333,0.09,1000.00,1000.92
19/02/1997,20/02/1997,100.00,1.00092000,0.09,1000.00,1000.92
20/02/1997,21/02/1997,100.00,1.00091667,0.09,1000.00,1000.91
21/02/1997,22/02/1997,100.00,1.00091667,0.09,1000.00,1000.91
22/02/1997,23/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
23/02/1997,24/02/1997,100.00,1.00000000,0.00,1000.00,1000.00
24/02/1997,25/02/1997,100.00,1.00091333,0.09,1000.00,1000.91
25/02/1997,26/02/1997,100.00,1.00091000,0.09,1000.00,1000.91
26/02/1997,27/02/1997,100.00,1.00090667,0.09,1000.00,1000.90
27/02/1997,28/02/1997,100.00,1.00090333,0.09,1000.00,1000.90
28/02/1997,01/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
01/03/1997,02/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
02/03/1997,03/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
03/03/1997,04/03/1997,100.00,1.00085667,0.09,1000.00,1000.85
04/03/1997,05/03/1997,100.00,1.00085000,0.09,1000.00,1000.85
05/03/1997,06/03/1997,100.00,1.00085000,0.09,1000.00,1000.85
06/03/1997,07/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
07/03/1997,08/03/1997,100.00,1.00085667,0.09,1000.00,1000.85
08/03/1997,09/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
09/03/1997,10/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
10/03/1997,11/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
11/03/1997,12/03/1997,100.00,1.00085667,0.09,1000.00,1000.85
12/03/1997,13/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
13/03/1997,14/03/1997,100.00,1.00085667,0.09,1000.00,1000.85
14/03/1997,15/03/1997,100.00,1.00085667,0.09,1000.00,1000.85
15/03/1997,16/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
16/03/1997,17/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
17/03/1997,18/03/1997,100.00,1.00085667,0.09,1000.00,1000.85
18/03/1997,19/03/1997,100.00,1.00085667,0.09,1000.00,1000.85
19/03/1997,20/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
20/03/1997,21/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
21/03/1997,22/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
22/03/1997,23/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
23/03/1997,24/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
24/03/1997,25/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
25/03/1997,26/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
26/03/1997,27/03/1997,100.00,1.00085333,0.09,1000.00,1000.85
27/03/1997,28/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
28/03/1997,29/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
29/03/1997,30/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
30/03/1997,31/03/1997,100.00,1.00000000,0.00,1000.00,1000.00
31/03/1997,01/04/1997,100.00,1.00075667,0.08,1000.00,1000.75
01/04/1997,02/04/1997,100.00,1.00075667,0.08,1000.00,1000.75
02/04/1997,03/04/1997,100.00,1.00075667,0.08,1000.00,1000.75
03/04/1997,04/04/1997,100.00,1.00075667,0.08,1000.00,1000.75
04/04/1997,05/04/1997,100.00,1.00076333,0.08,1000.00,1000.76
05/04/1997,06/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
06/04/1997,07/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
07/04/1997,08/04/1997,100.00,1.00077333,0.08,1000.00,1000.77
08/04/1997,09/04/1997,100.00,1.00080333,0.08,1000.00,1000.80
09/04/1997,10/04/1997,100.00,1.00078667,0.08,1000.00,1000.78
10/04/1997,11/04/1997,100.00,1.00081667,0.08,1000.00,1000.81
11/04/1997,12/04/1997,100.00,1.00082333,0.08,1000.00,1000.82
12/04/1997,13/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
13/04/1997,14/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
14/04/1997,15/04/1997,100.00,1.00082000,0.08,1000.00,1000.82
15/04/1997,16/04/1997,100.00,1.00079333,0.08,1000.00,1000.79
16/04/1997,17/04/1997,100.00,1.00080667,0.08,1000.00,1000.80
17/04/1997,18/04/1997,100.00,1.00082333,0.08,1000.00,1000.82
18/04/1997,19/04/1997,100.00,1.00078667,0.08,1000.00,1000.78
19/04/1997,20/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
20/04/1997,21/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
21/04/1997,22/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
22/04/1997,23/04/1997,100.00,1.00077000,0.08,1000.00,1000.77
23/04/1997,24/04/1997,100.00,1.00076000,0.08,1000.00,1000.76
24/04/1997,25/04/1997,100.00,1.00075667,0.08,1000.00,1000.75
25/04/1997,26/04/1997,100.00,1.00076000,0.08,1000.00,1000.76
26/04/1997,27/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
27/04/1997,28/04/1997,100.00,1.00000000,0.00,1000.00,1000.00
28/04/1997,29/04/1997,100.00,1.00076333,0.08,1000.00,1000.76
29/04/1997,30/04/1997,100.00,1.00076333,0.08,1000.00,1000.76
30/04/1997,01/05/1997,100.00,1.00079333,0.08,1000.00,1000.79
01/05/1997,02/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
02/05/1997,03/05/1997,100.00,1.00078667,0.08,1000.00,1000.78
03/05/1997,04/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
04/05/1997,05/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
05/05/1997,06/05/1997,100.00,1.00078333,0.08,1000.00,1000.78
06/05/1997,07/05/1997,100.00,1.00078667,0.08,1000.00,1000.78
07/05/1997,08/05/1997,100.00,1.00078667,0.08,1000.00,1000.78
08/05/1997,09/05/1997,100.00,1.00078667,0.08,1000.00,1000.78
09/05/1997,10/05/1997,100.00,1.00079333,0.08,1000.00,1000.79
10/05/1997,11/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
11/05/1997,12/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
12/05/1997,13/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
13/05/1997,14/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
14/05/1997,15/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
15/05/1997,16/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
16/05/1997,17/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
17/05/1997,18/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
18/05/1997,19/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
19/05/1997,20/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
20/05/1997,21/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
21/05/1997,22/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
22/05/1997,23/05/1997,100.00,1.00079000,0.08,1000.00,1000.79
23/05/1997,24/05/1997,100.00,1.00078667,0.08,1000.00,1000.78
24/05/1997,25/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
25/05/1997,26/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
26/05/1997,27/05/1997,100.00,1.00078333,0.08,1000.00,1000.78
27/05/1997,28/05/1997,100.00,1.00076667,0.08,1000.00,1000.76
28/05/1997,29/05/1997,100.00,1.00075000,0.08,1000.00,1000.75
29/05/1997,30/05/1997,100.00,1.00000000,0.00,1000.00,1000.00
30/05/1997,31/05/1997,100.00,1.00074667,0.07,1000.00,1000.74
31/05/1997,01/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
01/06/1997,02/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
02/06/1997,03/06/1997,100.00,1.00074667,0.07,1000.00,1000.74
03/06/1997,04/06/1997,100.00,1.00075000,0.08,1000.00,1000.75
04/06/1997,05/06/1997,100.00,1.00075000,0.08,1000.00,1000.75
05/06/1997,06/06/1997,100.00,1.00075333,0.08,1000.00,1000.75
06/06/1997,07/06/1997,100.00,1.00076333,0.08,1000.00,1000.76
07/06/1997,08/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
08/06/1997,09/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
09/06/1997,10/06/1997,100.00,1.00076000,0.08,1000.00,1000.76
10/06/1997,11/06/1997,100.00,1.00076000,0.08,1000.00,1000.76
11/06/1997,12/06/1997,100.00,1.00076000,0.08,1000.00,1000.76
12/06/1997,13/06/1997,100.00,1.00076333,0.08,1000.00,1000.76
13/06/1997,14/06/1997,100.00,1.00076000,0.08,1000.00,1000.76
14/06/1997,15/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
15/06/1997,16/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
16/06/1997,17/06/1997,100.00,1.00076333,0.08,1000.00,1000.76
17/06/1997,18/06/1997,100.00,1.00076333,0.08,1000.00,1000.76
18/06/1997,19/06/1997,100.00,1.00076000,0.08,1000.00,1000.76
19/06/1997,20/06/1997,100.00,1.00076000,0.08,1000.00,1000.76
20/06/1997,21/06/1997,100.00,1.00075667,0.08,1000.00,1000.75
21/06/1997,22/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
22/06/1997,23/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
23/06/1997,24/06/1997,100.00,1.00075667,0.08,1000.00,1000.75
24/06/1997,25/06/1997,100.00,1.00075667,0.08,1000.00,1000.75
25/06/1997,26/06/1997,100.00,1.00074667,0.07,1000.00,1000.74
26/06/1997,27/06/1997,100.00,1.00074333,0.07,1000.00,1000.74
27/06/1997,28/06/1997,100.00,1.00074000,0.07,1000.00,1000.74
28/06/1997,29/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
29/06/1997,30/06/1997,100.00,1.00000000,0.00,1000.00,1000.00
30/06/1997,01/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
01/07/1997,02/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
02/07/1997,03/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
03/07/1997,04/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
04/07/1997,05/07/1997,100.00,1.00069000,0.07,1000.00,1000.69
05/07/1997,06/07/1997,100.00,1.00000000,0.00,1000.00,1000.00
06/07/1997,07/07/1997,100.00,1.00000000,0.00,1000.00,1000.00
07/07/1997,08/07/1997,100.00,1.00069333,0.07,1000.00,1000.69
08/07/1997,09/07/1997,100.00,1.00069667,0.07,1000.00,1000.69
09/07/1997,10/07/1997,100.00,1.00069333,0.07,1000.00,1000.69
10/07/1997,11/07/1997,100.00,1.00069333,0.07,1000.00,1000.69
11/07/1997,12/07/1997,100.00,1.00069667,0.07,1000.00,1000.69
12/07/1997,13/07/1997,100.00,1.00000000,0.00,1000.00,1000.00
13/07/1997,14/07/1997,100.00,1.00000000,0.00,1000.00,1000.00
14/07/1997,15/07/1997,100.00,1.00069667,0.07,1000.00,1000.69
15/07/1997,16/07/1997,100.00,1.00069333,0.07,1000.00,1000.69
16/07/1997,17/07/1997,100.00,1.00069333,0.07,1000.00,1000.69
17/07/1997,18/07/1997,100.00,1.00069333,0.07,1000.00,1000.69
18/07/1997,19/07/1997,100.00,1.00069000,0.07,1000.00,1000.69
19/07/1997,20/07/1997,100.00,1.00000000,0.00,1000.00,1000.00
20/07/1997,21/07/1997,100.00,1.00000000,0.00,1000.00,1000.00
21/07/1997,22/07/1997,100.00,1.00069000,0.07,1000.00,1000.69
22/07/1997,23/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
23/07/1997,24/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
24/07/1997,25/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
25/07/1997,26/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
26/07/1997,27/07/1997,100.00,1.00000000,0.00,1000.00,1000.00
27/07/1997,28/07/1997,100.00,1.00000000,0.00,1000.00,1000.00
28/07/1997,29/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
29/07/1997,30/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
30/07/1997,31/07/1997,100.00,1.00068667,0.07,1000.00,1000.68
31/07/1997,01/08/1997,100.00,1.00075000,0.08,1000.00,1000.75
01/08/1997,02/08/1997,100.00,1.00074667,0.07,1000.00,1000.74
02/08/1997,03/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
03/08/1997,04/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
04/08/1997,05/08/1997,100.00,1.00074333,0.07,1000.00,1000.74
05/08/1997,06/08/1997,100.00,1.00074333,0.07,1000.00,1000.74
06/08/1997,07/08/1997,100.00,1.00074000,0.07,1000.00,1000.74
07/08/1997,08/08/1997,100.00,1.00074333,0.07,1000.00,1000.74
08/08/1997,09/08/1997,100.00,1.00074667,0.07,1000.00,1000.74
09/08/1997,10/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
10/08/1997,11/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
11/08/1997,12/08/1997,100.00,1.00075000,0.08,1000.00,1000.75
12/08/1997,13/08/1997,100.00,1.00075667,0.08,1000.00,1000.75
13/08/1997,14/08/1997,100.00,1.00075667,0.08,1000.00,1000.75
14/08/1997,15/08/1997,100.00,1.00075333,0.08,1000.00,1000.75
15/08/1997,16/08/1997,100.00,1.00075333,0.08,1000.00,1000.75
16/08/1997,17/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
17/08/1997,18/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
18/08/1997,19/08/1997,100.00,1.00075000,0.08,1000.00,1000.75
19/08/1997,20/08/1997,100.00,1.00075000,0.08,1000.00,1000.75
20/08/1997,21/08/1997,100.00,1.00075000,0.08,1000.00,1000.75
21/08/1997,22/08/1997,100.00,1.00075000,0.08,1000.00,1000.75
22/08/1997,23/08/1997,100.00,1.00075000,0.08,1000.00,1000.75
23/08/1997,24/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
24/08/1997,25/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
25/08/1997,26/08/1997,100.00,1.00074667,0.07,1000.00,1000.74
26/08/1997,27/08/1997,100.00,1.00074667,0.07,1000.00,1000.74
27/08/1997,28/08/1997,100.00,1.00074667,0.07,1000.00,1000.74
28/08/1997,29/08/1997,100.00,1.00074667,0.07,1000.00,1000.74
29/08/1997,30/08/1997,100.00,1.00072000,0.07,1000.00,1000.72
30/08/1997,31/08/1997,100.00,1.00000000,0.00,1000.00,1000.00
31/08/1997,01/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
01/09/1997,02/09/1997,100.00,1.00072000,0.07,1000.00,1000.72
02/09/1997,03/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
03/09/1997,04/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
04/09/1997,05/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
05/09/1997,06/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
06/09/1997,07/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
07/09/1997,08/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
08/09/1997,09/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
09/09/1997,10/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
10/09/1997,11/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
11/09/1997,12/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
12/09/1997,13/09/1997,100.00,1.00072000,0.07,1000.00,1000.72
13/09/1997,14/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
14/09/1997,15/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
15/09/1997,16/09/1997,100.00,1.00072000,0.07,1000.00,1000.72
16/09/1997,17/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
17/09/1997,18/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
18/09/1997,19/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
19/09/1997,20/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
20/09/1997,21/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
21/09/1997,22/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
22/09/1997,23/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
23/09/1997,24/09/1997,100.00,1.00071667,0.07,1000.00,1000.71
24/09/1997,25/09/1997,100.00,1.00071000,0.07,1000.00,1000.71
25/09/1997,26/09/1997,100.00,1.00070667,0.07,1000.00,1000.70
26/09/1997,27/09/1997,100.00,1.00070333,0.07,1000.00,1000.70
27/09/1997,28/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
28/09/1997,29/09/1997,100.00,1.00000000,0.00,1000.00,1000.00
